-4.13726504160285,-1.4937525385361117,-4.284713546827282,-2.7632783738843156,0
-2.8669538644998904,-2.969015159784849,-3.1881175352451345,-0.9213833870759331,0
-3.8694917778671085,-2.9940710006205404,-3.293618424413774,-3.5437345700550082,0
-2.3084485698703245,-2.744620223210996,-2.2241600306266007,-1.2244491890528417,0
-3.745618670876863,-1.4778494134970734,-3.7445916212654797,-2.4429245980576058,0
2.429804094568587,-2.040825635370734,-1.6089654263257716,-3.0954216779330275,1
-3.672886227543165,-1.6627572699850326,-4.016781967316991,-2.6759932467622303,1
-4.393432161398193,-1.9426343665297137,-3.711150252993536,-4.029262965401893,0
-1.8877159903210197,-1.4069167362470423,-3.224734621297851,-0.4403737727256596,0
-2.2871493310638025,-2.7808327298676248,-2.1845360626360018,-2.996608100175587,0
2.865656646137948,-2.840778269758716,-2.9978952078987597,-4.442813179868794,1
-2.3685261376412865,-2.1958396006644416,-2.9152270178207385,-1.3985239572791432,0
-0.5899077753297128,-2.2371597578579534,-2.0998686467296013,-0.6474411000651978,0
-2.3982244855466184,-2.5500318798301223,-2.4691402351433225,-2.170498967225489,0
-3.460943819639768,-3.6652404486893158,-3.159100161967138,-1.7547871815931009,0
-0.6943821574154259,-0.9223621192855307,-2.439656730205683,-0.5299760934210989,0
-1.0960337830268563,-2.6803062255905665,-1.0921018219916165,-3.899256667907168,0
-2.269052343928025,-2.480882191997857,-2.5518453187651957,-2.712468207946897,0
3.00738463394175,-3.545008752422254,-1.5719624211194323,-0.9239287960656679,1
-2.742289761698948,-3.3152656578898974,-2.3811458495055144,-0.817630552755511,0
-1.075815810311086,-2.36629763511347,-1.1635152735944745,-3.2949141900060237,0
-2.8425449486788907,-3.502143387246769,-2.598456715925698,-2.197214833558528,0
-4.055912609258406,-3.4811158219449654,-1.545866167208178,-5.8758865811543135,0
-2.271043878914279,-1.802995112965474,-3.0324796546724717,-2.0649380985409,0
0.6265391553691115,-3.622760449741304,1.3474888749051166,-4.651080927355705,0
-3.944206940753376,-2.8994462987388268,-3.464651752149688,-3.274043734362375,0
-2.2589684688600546,-1.380093809217001,-3.0328123409404752,-1.8661476474477623,0
